t (s),R (m),z (m),z lower limit (m),z upper limit (m),rho pol,rho pol lower limit,rho pol upper limit
1.5312502000000001,1.4362737092419204,-0.9625914307969541,-0.9968244320201461,-0.928117621579958,0.9999605417251587,0.9997159838676453,0.9985185265541077
1.5520852,1.436734294153424,-0.9623880289969907,-0.9972323731370623,-0.9273148005011567,0.9999396800994873,0.9997260570526123,0.9983757138252258
1.5729202,1.438086733543946,-0.9614737405338385,-0.997023293219767,-0.9257460019782247,1.0000033378601074,0.9995720982551575,0.998512864112854
1.5937552000000001,1.4387078492955336,-0.9615498986799774,-0.9964501226010847,-0.9265084421159561,0.9999428391456604,0.9997273683547974,0.9982762932777405
1.6145902,1.4386444236816127,-0.9607374588208513,-0.9967680191991729,-0.9245459074358655,0.999796450138092,0.9997121691703796,0.9980863332748413
1.6354252,1.4386134156165493,-0.9609145982337022,-0.9975488979793683,-0.9241138308938727,0.9999621510505676,0.999556303024292,0.9983859658241272
1.6562602000000002,1.4382219784125378,-0.9612845618621643,-0.997543111384988,-0.9248459778097897,0.9999004602432251,0.9996553659439087,0.9981123805046082
1.6770952000000001,1.4384455157511555,-0.9616470459797541,-0.99746187121167,-0.9256710269655832,0.9998974204063416,0.9996545910835266,0.9981743693351746
1.6979302,1.4392999035197336,-0.9609594565038043,-0.9965620076536629,-0.9252343144827339,0.9999172687530518,0.9996045827865601,0.9982486963272095
1.7187652000000002,1.439938737058067,-0.9596770960471398,-0.9957058228182604,-0.9235435770110654,0.9999809861183167,0.9994806051254272,0.9984889626502991
1.7396002000000002,1.4418064066150924,-0.9565878338221651,-0.9934473499238714,-0.9196862630819647,1.0000345706939697,0.9992631673812866,0.9986850619316101
1.7604352,1.44265065660251,-0.9548827111866931,-0.9919913290771526,-0.917758286883597,1.0000730752944946,0.9991587400436401,0.9988657236099243
1.7812702,1.4441378816184989,-0.9532397744867341,-0.9900910312873774,-0.9164318917372536,1.0001075267791748,0.9989593625068665,0.9991543889045715
1.8021052000000002,1.4457176730036745,-0.9518662063507033,-0.9883804345668444,-0.9154585696748153,1.0001369714736938,0.9988650679588318,0.9993656277656555
1.8229402000000001,1.4459372442627614,-0.9518515071648238,-0.9878555487824006,-0.9159614916065781,1.0001546144485474,0.9989009499549866,0.9993853569030762
1.8437752,1.4495330343114352,-0.9467785676601442,-0.9827714976690983,-0.9110155018976943,1.0002576112747192,0.9987145066261292,0.9998860359191895
1.8646102000000002,1.4507470338883148,-0.9448626338428489,-0.9810051028716666,-0.9089873987840952,1.0002450942993164,0.9985958933830261,0.9999369382858276
1.8854452000000002,1.4529377427683052,-0.9402101184328062,-0.9750523286026935,-0.9056613750028677,1.0002073049545288,0.9983417391777039,1.0002795457839966
1.9062802,1.452010538061928,-0.9410270643170046,-0.9756631865581985,-0.906650797749469,1.0002150535583496,0.9983594417572021,1.0002975463867188
1.9271152,1.4519756994312343,-0.9400531164530702,-0.9743122929743581,-0.9060372945615326,1.0002096891403198,0.998389720916748,1.0002939701080322
1.9479502000000002,1.4516310093710656,-0.94039100653531,-0.9741898809841011,-0.9068186408410733,1.000226378440857,0.9984646439552307,1.0003530979156494
1.9687852000000001,1.4506798437103643,-0.9406456905242514,-0.9747210973141177,-0.9067648887860431,1.0002113580703735,0.9984325766563416,1.0003118515014648
1.9896202,1.4509773105674875,-0.9396351935428121,-0.9736454175098167,-0.9058213279038887,1.0002024173736572,0.998336136341095,1.00044584274292
2.0104552,1.4516843356774898,-0.9364783900798936,-0.9706704386939965,-0.9024837676829311,1.0001368522644043,0.9981271028518677,1.0004594326019287
2.0312902,1.4519714212818333,-0.9351435791124474,-0.9688548988631024,-0.9016233304813671,1.0001083612442017,0.9980789422988892,1.0004894733428955
2.0521252000000003,1.452228742343006,-0.9341403633072113,-0.9683950234189588,-0.9000839159948352,1.0000989437103271,0.9979876279830933,1.000527262687683
2.0729602000000003,1.4527041702397423,-0.9338940103407147,-0.9681616810113757,-0.8998408671448125,1.0001130104064941,0.9979625940322876,1.0005958080291748
2.0937952,1.4524596224462496,-0.9367017023161341,-0.9711511153956258,-0.9024856113874986,1.0002142190933228,0.9981696605682373,1.0005336999893188
2.1146302,1.451200110096783,-0.9394559200728826,-0.9732276578916949,-0.9058848581036556,1.0001747608184814,0.9983223080635071,1.0003747940063477
2.1354652,1.4492422081354064,-0.9415883566469262,-0.9748848696570986,-0.9084309501699634,1.0003235340118408,0.9987397193908691,1.000370979309082
2.1563002,1.4485180548381746,-0.9425685900660856,-0.9753434301559976,-0.9099096967059289,1.0003677606582642,0.9988554120063782,1.000333309173584
2.1771352,1.4479486547208236,-0.944468914781583,-0.9768481330848306,-0.9121972891062167,1.000335693359375,0.9988446831703186,1.0003879070281982
2.1979702000000003,1.4473187983404627,-0.9469084074835978,-0.9789599541036325,-0.9149587756369632,1.000389575958252,0.9990634918212891,1.0002565383911133
2.2188052000000003,1.446277511702556,-0.9487467439429015,-0.9803043559770339,-0.9172648464231623,1.0004678964614868,0.9993219375610352,1.0002179145812988
2.2396402,1.4454788787682353,-0.9493999934772914,-0.9806789370479196,-0.9181720021982415,1.0004016160964966,0.9992380738258362,1.0002055168151855
2.2604752,1.445964236973703,-0.9492766769122871,-0.9806909351388067,-0.917930275570595,1.0004949569702148,0.9993568062782288,1.0002607107162476
2.2813102,1.4467456599065749,-0.9485746388791767,-0.9802066164607242,-0.9170343451504447,1.000422477722168,0.9992278218269348,1.0001863241195679
2.3021452,1.4471087999164145,-0.9490632622498569,-0.9807991568642219,-0.9174368231312555,1.0004862546920776,0.9993129372596741,1.0002495050430298
2.3229802,1.4471094658027461,-0.949097110890119,-0.9806709930349807,-0.9176318658989523,1.0004539489746094,0.999275803565979,1.0002527236938477
2.3438152000000003,1.4469669444741708,-0.9498600212054077,-0.9811083057489127,-0.9187190604066477,1.0004454851150513,0.9993500113487244,1.0001397132873535
2.3646502000000003,1.4475169082328532,-0.9494079989614636,-0.9804115106325597,-0.9185259322143489,1.000463604927063,0.9993199110031128,1.0002654790878296
2.3854852,1.448002210945911,-0.9491353875399496,-0.980243590628585,-0.9181644183775094,1.0004256963729858,0.9992103576660156,1.0003093481063843
2.4063202,1.4485292767132425,-0.9482698188542488,-0.9797041035181104,-0.9169875039445935,1.000436544418335,0.9992273449897766,1.0002435445785522
2.4271552,1.4487048283288404,-0.948005116488496,-0.9797031168468351,-0.9164658198884343,1.0004557371139526,0.9992504119873047,1.000238299369812
2.4479902,1.448833583707361,-0.9480000568934266,-0.9796611855687684,-0.9165018966007092,1.0004414319992065,0.9992637038230896,1.0002100467681885
2.4688252,1.449249233678781,-0.9476002178481784,-0.9790570638567516,-0.9163158119223278,1.0004059076309204,0.9991945028305054,1.0002185106277466
2.4896602000000003,1.4493730485271943,-0.9473695757511224,-0.9788185870007122,-0.9160954189261653,1.0004159212112427,0.9992209076881409,1.0002835988998413
2.5104952000000003,1.4492340574523288,-0.9477949603431869,-0.9795132056937738,-0.9162531266198067,1.0003833770751953,0.9992104768753052,1.0001258850097656
2.5313302,1.4492637111273188,-0.9473899246853873,-0.9795281749129875,-0.9154303558763037,1.0003749132156372,0.9991095662117004,1.0002124309539795
2.5521652,1.449163635957296,-0.947493245955125,-0.9797171767959139,-0.9154460979218213,1.0003482103347778,0.9990593194961548,1.0001929998397827
2.5730002,1.4490425542253242,-0.9475577970189857,-0.9797225369658028,-0.915565228702311,1.0003528594970703,0.9991218447685242,1.000108242034912
2.5938352,1.449250132315074,-0.9479490426702031,-0.9796529164294392,-0.916423317554185,1.0003290176391602,0.999114990234375,1.0001384019851685
2.6146702,1.4497441638745896,-0.9474899449669532,-0.9792945743644365,-0.9158787347882923,1.0003740787506104,0.999069333076477,1.0002176761627197
2.6355052000000003,1.4497831952517077,-0.9479526356824193,-0.9798554285739818,-0.9162499397123773,1.0003533363342285,0.9991271495819092,1.0001598596572876
2.6563402000000003,1.4497564584265186,-0.9479696441740421,-0.9798237972138455,-0.9163141442555669,1.000341534614563,0.9990379810333252,1.0002564191818237
2.6771752,1.449292072610995,-0.9497660283258316,-0.9816163075004595,-0.9181129461596886,1.0003619194030762,0.9991650581359863,1.0000756978988647
2.6980102,1.4493503369398977,-0.9499187198710359,-0.9816017193615301,-0.9184343500735024,1.0003756284713745,0.9991459846496582,1.0001533031463623
2.7188452,1.4498401650551551,-0.9491692386362177,-0.9808898449953933,-0.917659216767039,1.0003432035446167,0.9990960359573364,1.0001131296157837
2.7396802,1.450247763240793,-0.9484793583588086,-0.9805008967748502,-0.9166814548663789,1.000317931175232,0.9989785552024841,1.0001764297485352
2.7605152000000004,1.4504779528496412,-0.9483500922067336,-0.9805145554913242,-0.916418762063856,1.0003238916397095,0.9989364743232727,1.0002115964889526
2.7813502000000003,1.4501584476270326,-0.949234551145934,-0.9813966911524892,-0.917301550520138,1.0003736019134521,0.9990750551223755,1.000214695930481
2.8021852000000003,1.4505036054372007,-0.9480288921178003,-0.9802599699046673,-0.9160299262714521,1.0003021955490112,0.9989595413208008,1.000138759613037
2.8230202,1.4508974199528244,-0.947194884787277,-0.9797444701578913,-0.9148893333763731,1.00029718875885,0.9988754391670227,1.0001780986785889
2.8438552,1.4517697997111219,-0.9454392162365751,-0.9781192138225007,-0.9130221438189288,1.0002490282058716,0.9986403584480286,1.0003429651260376
2.8646902,1.4523146042788875,-0.9446710092213472,-0.9771638533271518,-0.9124514386760734,1.0002497434616089,0.998640239238739,1.0003689527511597
2.8855252,1.4529403248159338,-0.9425799182071901,-0.9750490585536562,-0.9103874850829891,1.0002596378326416,0.9985719323158264,1.0004725456237793
2.9063602000000004,1.4530477030656723,-0.9419672951623053,-0.9745364062258124,-0.909674881816036,1.0002310276031494,0.9984976649284363,1.0004774332046509
2.9271952000000003,1.4538120392306186,-0.939906124806743,-0.9725743109641709,-0.9075254775167498,1.0001636743545532,0.99830561876297,1.000512719154358
2.9480302000000003,1.4551409282587724,-0.9364466019802691,-0.9700730338476842,-0.9031422223729236,1.000064730644226,0.9979780912399292,1.0006283521652222
2.9688652,1.4562652195021466,-0.9327992511577112,-0.9663747307584666,-0.8995521246443169,0.9999738931655884,0.9976766705513,1.000686764717102
2.9897002,1.4577453613532676,-0.9293069973129581,-0.9630000615479261,-0.8959661051808935,0.999836266040802,0.9973616003990173,1.0007333755493164
3.0105352,1.4595534842748312,-0.9248104557818128,-0.9589757808340943,-0.8910307894940854,0.9996361136436462,0.9968505501747131,1.0007991790771484
3.0313702,1.4611730707354564,-0.9208145822924879,-0.9560014711463971,-0.8860582907276178,0.9995306730270386,0.996470034122467,1.0009050369262695
3.0522052000000004,1.4612760632103436,-0.9186806490222451,-0.9540677326176839,-0.8837113174649517,0.99931401014328,0.9960551857948303,1.0008265972137451
3.0730402000000003,1.4601880284558366,-0.9197724077103098,-0.9555404012391795,-0.884399875993822,0.9993113279342651,0.9960897564888,1.0007621049880981
3.0938752000000003,1.4594335030844567,-0.9223735307147577,-0.9574400701474006,-0.8876841043170985,0.9994445443153381,0.9964079856872559,1.0007736682891846
3.1147102,1.4592184053060842,-0.9230965321299137,-0.9580255346039099,-0.8885406390915144,0.999492347240448,0.9965447783470154,1.0007905960083008
3.1355452,1.4598119962620955,-0.9217885484207208,-0.9568765742583021,-0.887086737208255,0.9995080232620239,0.9965212345123291,1.000870943069458
3.1563802,1.4606357958747056,-0.918956355258413,-0.954799653843882,-0.8835194030836628,0.9991527795791626,0.9958541393280029,1.0007216930389404
3.1772152,1.4624243400118753,-0.9137510356578324,-0.9504730812486493,-0.8774726344525359,0.9988635778427124,0.9951059222221375,1.0007343292236328
3.1980502000000004,1.463153767687191,-0.9102598316729548,-0.9484991700458167,-0.8724933778765914,0.9986045360565186,0.9944583773612976,1.0007052421569824
3.2188852000000003,1.4629817196098027,-0.909332054129469,-0.9477817447139262,-0.8713427940880648,0.998508095741272,0.9942681789398193,1.0006998777389526
3.2397202000000003,1.462393603499808,-0.9100545284979128,-0.9483897811648015,-0.8721599969063285,0.9986099004745483,0.9944553375244141,1.0007283687591553
3.2605552,1.4625644852229789,-0.9087983223858626,-0.9480370666568434,-0.870014487798089,0.9984431266784668,0.9940388202667236,1.0006712675094604
3.2813902,1.462284010670927,-0.9077419626153501,-0.9481899949820098,-0.8677515205841604,0.9984081387519836,0.9938404560089111,1.0007309913635254
3.3022252,1.4619596121498348,-0.9053464391776084,-0.9468333346434564,-0.8642959648726997,0.9981656074523926,0.9932588934898376,1.000633955001831
3.3230602,1.4620904462434408,-0.9012279110529055,-0.9438614590531018,-0.8590108646833642,0.9978620409965515,0.9926086664199829,1.0005710124969482
3.3438952000000004,1.4632924892553612,-0.8963314570547972,-0.9395769746823892,-0.8535148762102819,0.9972794055938721,0.9915095567703247,1.0003559589385986
3.3647302000000003,1.4634831202756906,-0.8924092671233878,-0.936073977017138,-0.849143861143266,0.9970239996910095,0.991104006767273,1.0003130435943604
3.3855652000000003,1.4639021658956082,-0.8891736874124668,-0.9337385374815438,-0.8450065871769087,0.9966446757316589,0.990286111831665,1.000190258026123
3.4064002,1.4630303983775257,-0.8882423790365345,-0.933181630229857,-0.8436515002873707,0.9966698884963989,0.9903903007507324,1.0001744031906128
3.4272352,1.4630840877534455,-0.8892514676736725,-0.9330293250114257,-0.8458183692602802,0.9966846108436584,0.9905956983566284,1.0001202821731567
3.4480702,1.4629842082588653,-0.8916728734320186,-0.9348292913490016,-0.8488740018246294,0.9966630935668945,0.9906311631202698,1.0000526905059814
3.4689052,1.4631492960374153,-0.8912781319843999,-0.933936628091391,-0.8489723834531964,0.9967617988586426,0.9909681081771851,1.000054121017456
3.4897402000000004,1.4631394575641268,-0.8900309036449839,-0.9327867695732529,-0.8476150872404352,0.9965227842330933,0.9904820919036865,0.999941349029541
3.5105752000000003,1.4620080836768246,-0.8880739193223744,-0.9303486277100848,-0.8460596163391747,0.9963486790657043,0.990283727645874,0.9998525977134705
3.5314102000000003,1.4620698324642851,-0.8850093348884368,-0.9268043290333844,-0.8434412869316633,0.9959619641304016,0.989780843257904,0.9996702075004578
3.5522452,1.460938884206237,-0.8827760056544893,-0.9247717797784734,-0.8409387614530109,0.9954779744148254,0.9889539480209351,0.9994732141494751
3.5730802,1.4601705087915056,-0.8789209020988418,-0.9209871079004375,-0.8369458007161524,0.9948475360870361,0.9879809617996216,0.9991508722305298
